execution_timing,start,base_reentry_rule,base_alpha_drawdown_pct,rsi_entry,rsi_exit,rsi_tolerance_equiv,rsi_center_equiv,cagr,annualized_vol,max_drawdown,final_multiple,trade_count,uvix_days,uvix_day_share,days,uvix_return,uvix_signal,rule
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.5,0.5,69.0,0.9942158118704636,0.6377452693256808,-0.6816049710899821,69241.84827801403,181,376,0.0924059965593512,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.3,0.6000000000000014,68.9,0.9870141954146829,0.6371568494158389,-0.674718824418393,65312.90365754853,179,382,0.09388056033423446,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.4,0.5499999999999972,68.95,0.9735836347993392,0.6371836303088493,-0.681604971089982,58538.22849178385,179,379,0.09314327844679282,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.0,0.75,68.75,0.966910304433338,0.6374498094335176,-0.6655088160767201,55422.73108936493,177,388,0.09535512410911771,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.1,0.7000000000000028,68.8,0.966910304433338,0.6374498094335176,-0.6655088160767201,55422.73108936493,177,388,0.09535512410911771,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.9,0.7999999999999972,68.7,0.9565041737792745,0.6373595073114656,-0.6655088160767204,50873.221567875895,177,391,0.09609240599655935,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,68.2,0.6499999999999986,68.85,0.9561911294512451,0.6370543729541945,-0.6655088160767201,50741.94861104723,177,387,0.09510936347997051,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.8,0.8500000000000014,68.65,0.937453385895874,0.6379459774822184,-0.6655088160767202,43438.322228625555,173,395,0.0970754485131482,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.7,0.8999999999999986,68.6,0.9303893111057928,0.638026148381507,-0.66550881607672,40950.423049858684,171,397,0.09756696977144262,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.0,1.75,67.75,0.9274255464417054,0.6472902458026857,-0.5861399811607931,39946.95913026897,139,451,0.11083804374539198,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.6,0.9500000000000028,68.55,0.9134060323290782,0.6381867647567742,-0.6655088160767204,35505.093936550955,167,400,0.09830425165888425,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.5,1.0,68.5,0.9121085356391812,0.6389564676522642,-0.6655088160767202,35118.32821130894,165,402,0.09879577291717867,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.1,1.7000000000000028,67.8,0.9078811925584875,0.6464223563697713,-0.5861399811607932,33885.45250584043,139,450,0.11059228311624478,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.2,1.6499999999999986,67.85,0.9047545753338742,0.6464849653936746,-0.5861399811607928,32999.843716877745,139,448,0.11010076185795035,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.4,1.0499999999999972,68.45,0.9026263465629689,0.6389180335019687,-0.6655088160767202,32409.496997802937,163,405,0.0995330548046203,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.2,1.1499999999999986,68.35,0.8934777103886344,0.6387248423776983,-0.6655088160767209,29982.786448010727,157,412,0.10125337920865077,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.7,1.8999999999999986,67.6,0.8880507889958216,0.6478409789421313,-0.5861399811607928,28624.93972494222,135,454,0.11157532563283362,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.8,1.8500000000000014,67.65,0.8880507889958216,0.6478409789421313,-0.5861399811607928,28624.93972494222,135,454,0.11157532563283362,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.9,1.7999999999999972,67.7,0.8880507889958216,0.6478409789421313,-0.5861399811607928,28624.93972494222,135,454,0.11157532563283362,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.3,1.6000000000000014,67.9,0.887102139040796,0.6454016752854309,-0.5861399811607928,28393.588279356485,141,445,0.10936347997050873,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.6,1.9500000000000028,67.55,0.8848553576486513,0.6478570390999059,-0.5861399811607928,27852.63321603723,133,457,0.11231260752027525,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.2,2.1499999999999986,67.35,0.8815358685418788,0.6476023046477948,-0.5861399811607928,27071.070951008198,133,460,0.11304988940771689,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.3,2.1000000000000014,67.4,0.8815358685418788,0.6476023046477948,-0.5861399811607928,27071.070951008198,133,460,0.11304988940771689,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.4,2.049999999999997,67.45,0.8815358685418788,0.6476023046477948,-0.5861399811607928,27071.070951008198,133,460,0.11304988940771689,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.6,1.4500000000000028,68.05,0.8804547696218279,0.6427304011571772,-0.6655088160767202,26821.00378603324,141,433,0.1064143524207422,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.1,2.200000000000003,67.3,0.8787186097202122,0.6474922965077463,-0.5861399811607928,26423.944911473303,133,461,0.11329565003686409,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.0,1.25,68.25,0.8785267082507215,0.6395856351761603,-0.6655088160767206,26380.39719010894,147,423,0.1039567461292701,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.5,2.0,67.5,0.8763309465201268,0.6472495013707471,-0.5861399811607927,25886.887184529514,133,459,0.11280412877856967,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.7,2.8999999999999986,66.6,0.8759642124864551,0.6511678276223717,-0.5871619778356612,25805.31050786744,125,493,0.12115999016957484,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.8,2.8500000000000014,66.65,0.8759642124864551,0.6511678276223717,-0.5871619778356612,25805.31050786744,125,493,0.12115999016957484,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.9,2.8000000000000007,66.7,0.8759642124864551,0.6511678276223717,-0.5871619778356612,25805.31050786744,125,493,0.12115999016957484,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.0,2.75,66.75,0.8759642124864551,0.6511678276223717,-0.5871619778356612,25805.31050786744,125,493,0.12115999016957484,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.1,2.700000000000003,66.8,0.8759642124864551,0.6511678276223717,-0.5871619778356612,25805.31050786744,125,493,0.12115999016957484,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.4,3.0500000000000007,66.45,0.874839948524639,0.651075359692466,-0.587161977835661,25556.728365379076,123,498,0.12238879331531088,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.5,1.5,68.0,0.874035986923511,0.6431706738770602,-0.6655088160767202,25380.346610005417,141,434,0.10666011304988941,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.3,1.1000000000000014,68.4,0.8722022265921763,0.638569409675881,-0.6655088160767199,24982.300054858457,159,408,0.10027033669206194,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.2,2.6499999999999986,66.85,0.8713793964377481,0.651580597715532,-0.5871619778356612,24805.60188535186,127,489,0.12017694765298599,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.8,1.3500000000000014,68.15,0.8684349789065269,0.639631274648077,-0.6655088160767205,24182.86153065968,143,430,0.10567707053330057,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.5,3.0,66.5,0.8673348973803581,0.6510416472376354,-0.5871619778356608,23953.98236754923,123,497,0.12214303268616368,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.4,1.5499999999999972,67.95,0.8665352413823415,0.6436057193802451,-0.6655088160767201,23788.885846978195,141,437,0.10739739493733104,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.7,1.3999999999999986,68.1,0.8650921128811331,0.639810493871324,-0.6655088160767202,23493.636531986125,143,431,0.10592283116244777,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.0,3.25,66.25,0.8646855811397425,0.6499298187127919,-0.587161977835661,23411.086965754337,121,509,0.1250921602359302,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.1,3.1999999999999993,66.3,0.8646855811397425,0.6499298187127919,-0.587161977835661,23411.086965754337,121,509,0.1250921602359302,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.6,2.9499999999999993,66.55,0.8633410617332054,0.651024891300649,-0.5871619778356614,23140.005265007607,123,496,0.12189727205701646,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.8,2.3500000000000014,67.15,0.8603067524627783,0.6472961590356502,-0.5861399811607926,22539.011212675505,133,463,0.11378717129515852,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.9,2.299999999999997,67.2,0.8603067524627783,0.6472961590356502,-0.5861399811607926,22539.011212675505,133,463,0.11378717129515852,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,65.0,2.25,67.25,0.8603067524627783,0.6472961590356502,-0.5861399811607926,22539.011212675505,133,463,0.11378717129515852,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,66.9,1.2999999999999972,68.2,0.8583844832693894,0.6398206516060252,-0.6655088160767205,22165.884557456673,143,427,0.10493978864585893,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.3,2.6000000000000014,66.9,0.8550408461980923,0.6515543776463663,-0.5871619778356607,21530.62983950867,127,487,0.11968542639469157,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,67.1,1.2000000000000028,68.3,0.851048455728358,0.63933932571472,-0.6655088160767204,20794.492457411616,151,419,0.10297370361268125,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.2,3.1499999999999986,66.35,0.8447541936121796,0.6503430929272896,-0.5871619778356614,19681.70088405878,121,507,0.12460063897763578,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,63.3,3.1000000000000014,66.4,0.8401454143846891,0.6501838799184336,-0.5871619778356618,18902.59028915491,121,501,0.12312607520275252,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.4,2.549999999999997,66.95,0.8379479936890923,0.6512361261309836,-0.5871619778356607,18541.391561614982,127,484,0.11894814450724994,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.5,2.5,67.0,0.8379479936890923,0.6512361261309836,-0.5871619778356607,18541.391561614982,127,484,0.11894814450724994,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,62.9,3.3000000000000007,66.2,0.8240672250214947,0.650497291198449,-0.5962835979011334,16405.174888258607,117,516,0.12681248463996067,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,62.8,3.3500000000000014,66.15,0.8192230711141062,0.6503536007614023,-0.5962835979011334,15715.678619657025,117,517,0.1270582452691079,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.7,2.3999999999999986,67.1,0.8149182081040365,0.6486342317552364,-0.5871619778356612,15125.847362933198,129,477,0.11722782010321947,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
prev_close_sma_same_open_running_dd_base_uvix_open_implied_rsi_fixed_entry_tolerance,2010-02-12,tqqq_open_running_drawdown_from_peak,54.5,69.5,64.6,2.450000000000003,67.05,0.8112536905181036,0.649374238012857,-0.5871619778356609,14640.180954041549,127,480,0.1179651019906611,4069,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,base alpha=54.5 running drawdown; uvix entry fixed 69.5; optimize exit<=68.5
