cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_gspc_profit_exit_only,uvix_rsi_exit_only,uvix_rsi_and_gspc_profit_exit,low_rsi_entries,low_rsi_exits,skipped_uvix_entry_days,start,end,alpha_drawdown_pct,uvix_entry_rsi,uvix_entry_min_bb_z,uvix_exit_rsi,uvix_gspc_profit_exit_pct,low_rsi_entry,low_rsi_exit,uvix_day_share,low_rsi_day_share,base_reentry_rule,transition_policy
1.5345273049459158,0.6413447715002042,-0.7776330162254856,3323945.7164490693,142,141,71,16,54,16,16,119,2010-02-12,2026-04-17,40.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.5172926130595088,0.6433391704589567,-0.7776330162254859,2977189.4542122846,142,141,71,16,54,16,16,119,2010-02-12,2026-04-17,40.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.5143081035657753,0.6431380981934686,-0.7818519378931421,2920703.869509521,142,141,71,16,54,14,14,119,2010-02-12,2026-04-17,39.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.5143081035657753,0.6431380981934686,-0.7818519378931421,2920703.869509521,142,141,71,16,54,14,14,119,2010-02-12,2026-04-17,39.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.5049841623738196,0.6435230837419404,-0.7875993884076187,2750644.4106443436,142,141,71,16,54,14,14,119,2010-02-12,2026-04-17,38.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4945956278915622,0.639980827943922,-0.761951367123406,2572125.856289112,142,141,71,16,54,16,16,119,2010-02-12,2026-04-17,41.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4887013500967674,0.6368316613997678,-0.743646790972229,2475730.661633778,142,141,71,16,54,17,17,119,2010-02-12,2026-04-17,41.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.474764336648192,0.6364243210075593,-0.7642073350185257,2261113.407889778,142,141,71,16,54,17,17,119,2010-02-12,2026-04-17,42.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4547880392272337,0.6333474041284485,-0.7642073350185258,1983754.5546562783,142,141,71,16,54,17,17,119,2010-02-12,2026-04-17,42.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4533607586871162,0.6451571778572134,-0.7875993884076187,1965212.4469967994,142,141,71,16,54,13,13,119,2010-02-12,2026-04-17,38.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4331775999789071,0.6307906336779975,-0.7642073350185259,1719812.4059100891,142,141,71,16,54,17,17,119,2010-02-12,2026-04-17,43.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4146185281486447,0.630909479274504,-0.7127071572428043,1519806.6757619497,142,141,71,16,54,18,18,119,2010-02-12,2026-04-17,45.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4146185281486447,0.630909479274504,-0.7127071572428043,1519806.6757619497,142,141,71,16,54,18,18,119,2010-02-12,2026-04-17,46.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4131739217153898,0.6474464535653854,-0.7875993884076191,1505191.3053980889,142,141,71,16,54,13,13,119,2010-02-12,2026-04-17,37.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.4002027882933286,0.6530289165070579,-0.7689470506667807,1379739.2814261017,142,141,71,16,54,11,11,119,2010-02-12,2026-04-17,36.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.3975306355699364,0.6225742891259646,-0.6535107178791755,1355144.6932488189,142,141,71,16,54,20,20,119,2010-02-12,2026-04-17,54.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.391176166181547,0.6525597595698578,-0.768947050666781,1298299.7298181609,142,141,71,16,54,12,12,119,2010-02-12,2026-04-17,36.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.3864979054618343,0.6234178599610714,-0.6783778326175082,1257887.6053302675,142,141,71,16,54,20,20,119,2010-02-12,2026-04-17,50.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.3864979054618343,0.6234178599610714,-0.6783778326175082,1257887.6053302675,142,141,71,16,54,20,20,119,2010-02-12,2026-04-17,50.5,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
1.3864979054618343,0.6234178599610714,-0.6783778326175082,1257887.6053302675,142,141,71,16,54,20,20,119,2010-02-12,2026-04-17,51.0,67.5,1.6,66.0,0.1,30.0,32.5,0.0,0.0,tqqq_open_drawdown_from_immediate_prior_peak,one_open_transition_per_day
