start,uvix_entry_rsi,tqqq_drop_exit_pct,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share
2010-02-12,69.5,0.0,-0.5422524321640615,1.1987551814171766,-0.9999998902843031,3.312745031766702e-06,26,25,0.6672401081346768
2010-02-12,69.5,0.5,-0.5361700404988248,1.199576328501991,-0.9999998902843031,4.099715779022949e-06,24,23,0.6689604325387073
2010-02-12,69.5,1.0,-0.5262882319321621,1.2138540399362763,-0.9999998902843031,5.762142830292726e-06,22,21,0.6913246497911034
2010-02-12,69.5,1.5,-0.5207781856374141,1.2145510294792563,-0.9999998902843031,6.9451226831480216e-06,21,20,0.6923076923076923
2010-02-12,69.5,2.0,-0.5301281163385585,1.214571510528552,-0.9999998902843031,5.052537987713964e-06,18,17,0.6959941017449005
2010-02-12,69.5,2.5,-0.5092791750637905,1.2211982953290648,-0.9999998902843031,1.0184939899765053e-05,17,16,0.7009093143278446
2010-02-12,69.5,3.0,-0.7444868072021256,1.331572275821485,-0.9999999998792568,2.701509426919141e-10,7,6,0.9004669451953797
2010-02-12,69.5,3.5,-0.7444868072021256,1.331572275821485,-0.9999999998792568,2.701509426919141e-10,7,6,0.9004669451953797
2010-02-12,69.5,4.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,4.5,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,5.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,5.5,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,6.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,6.5,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,7.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,7.5,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,8.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,8.5,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,9.0,-0.7984912960452145,1.3528472438687604,-0.9999999999969462,5.8418932786487625e-12,3,2,0.9412632096338167
2010-02-12,69.5,9.5,-0.7957697042224989,1.3571922020772813,-0.9999999999969462,7.2548891438563865e-12,3,2,0.9432292946669943
2010-02-12,69.5,10.0,-0.5613456973605835,38626.65817340188,-0.9999999999958489,1.6649943951081191e-06,3,2,0.9508478741705578
2010-02-12,69.5,10.5,-0.5543801497577702,38626.658157605,-0.9999999999958489,2.147294101576093e-06,3,2,0.9510936347997051
2010-02-12,69.5,11.0,-0.5543801497577702,38626.658157605,-0.9999999999958489,2.147294101576093e-06,3,2,0.9510936347997051
2010-02-12,69.5,11.5,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,12.0,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,12.5,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,13.0,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,13.5,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,14.0,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,14.5,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,15.0,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,15.5,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,16.0,-0.8142120833043669,1.3753195138801328,-0.9999999999994863,1.5738112194281207e-12,2,1,0.9702629638731876
2010-02-12,69.5,16.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,17.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,17.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,18.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,18.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,19.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,19.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,20.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,20.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,21.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,21.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,22.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,22.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,23.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,23.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,24.0,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,24.5,-0.8105065706953101,1.3779663802168558,-0.9999999999994863,2.1649055872129075e-12,2,1,0.9705087245023347
2010-02-12,69.5,25.0,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,25.5,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,26.0,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,26.5,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,27.0,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,27.5,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,28.0,-0.8141939160519239,1.379899123705453,-0.9999999999994863,1.5762979757165526e-12,2,1,0.9771442614893094
2010-02-12,69.5,28.5,-0.8133575330237874,1.3798746319915332,-0.9999999999994863,1.6948578581136085e-12,2,1,0.9773900221184566
2010-02-12,69.5,29.0,-0.8133575330237874,1.3798746319915332,-0.9999999999994863,1.6948578581136085e-12,2,1,0.9773900221184566
2010-02-12,69.5,29.5,-0.8133575330237874,1.3798746319915332,-0.9999999999994863,1.6948578581136085e-12,2,1,0.9773900221184566
2010-02-12,69.5,30.0,-0.8133575330237874,1.3798746319915332,-0.9999999999994863,1.6948578581136085e-12,2,1,0.9773900221184566
2010-02-12,69.5,30.5,-0.8139160812840706,1.3798953410115053,-0.9999999999994863,1.614790563333825e-12,2,1,0.9776357827476039
2010-02-12,69.5,31.0,-0.8139160812840706,1.3798953410115053,-0.9999999999994863,1.614790563333825e-12,2,1,0.9776357827476039
2010-02-12,69.5,31.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,32.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,32.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,33.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,33.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,34.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,34.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,35.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,35.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,36.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,36.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,37.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,37.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,38.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,38.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,39.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,39.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,40.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,40.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,41.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,41.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,42.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,42.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,43.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,43.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,44.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,44.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,45.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,45.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,46.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,46.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,47.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,47.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,48.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,48.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,49.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,49.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,50.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,50.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,51.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,51.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,52.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,52.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,53.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,53.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,54.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,54.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,55.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,55.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,56.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,56.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,57.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,57.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,58.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,58.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,59.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,59.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,60.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,60.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,61.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,61.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,62.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,62.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,63.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,63.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,64.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,64.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,65.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,65.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,66.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,66.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,67.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,67.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,68.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,68.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,69.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,69.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,70.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,70.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,71.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,71.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,72.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,72.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,73.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,73.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,74.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,74.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,75.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,75.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,76.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,76.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,77.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,77.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,78.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,78.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,79.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,79.5,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
2010-02-12,69.5,80.0,-0.8358686112769947,1.3842462860224463,-0.9999999999999114,2.127338046241017e-13,1,0,0.995330548046203
