start,low_rsi_entry,rsi_exit,cagr,annualized_vol,max_drawdown,final_multiple,override_entries,override_exits,override_day_share,wait_exit_day_share
2010-02-12,30.0,30.0,1.0174427207234622,0.641052079490425,-0.6621446903430857,83477.98706093318,11,11,0.004669451953797002,0.002703366920619317
2010-02-12,30.0,30.5,1.0174427207234622,0.641052079490425,-0.6621446903430857,83477.98706093318,11,11,0.004669451953797002,0.002703366920619317
2010-02-12,30.0,31.0,1.0174427207234622,0.641052079490425,-0.6621446903430857,83477.98706093318,11,11,0.004669451953797002,0.002703366920619317
2010-02-12,30.0,31.5,1.0267581931216112,0.640901721723843,-0.6621446903430854,89924.35123998136,11,11,0.004915212582944212,0.002703366920619317
2010-02-12,30.0,32.0,1.0162142782223484,0.6406302332681251,-0.6621446903430854,82661.00765644936,11,11,0.005406733841238634,0.002703366920619317
2010-02-12,30.0,32.5,1.041463968029738,0.6402501262384445,-0.6621446903430857,101058.95890917839,11,11,0.005898255099533055,0.002703366920619317
2010-02-12,30.0,33.0,1.0390436023709775,0.6400463362072314,-0.6621446903430858,99141.58869433978,10,10,0.0061440157286802655,0.002457606291472106
2010-02-12,30.0,33.5,1.0357374617075847,0.640352657838426,-0.6621446903430858,96577.61895465186,10,10,0.006881297616121897,0.002457606291472106
2010-02-12,30.0,34.0,1.0357374617075847,0.640352657838426,-0.6621446903430858,96577.61895465186,10,10,0.006881297616121897,0.002457606291472106
2010-02-12,30.0,34.5,1.0357374617075847,0.640352657838426,-0.6621446903430858,96577.61895465186,10,10,0.006881297616121897,0.002457606291472106
2010-02-12,30.0,35.0,1.031219176050865,0.6402653923248637,-0.6621446903430859,93174.08125994429,9,9,0.007372818874416319,0.0022118456623248955
2010-02-12,30.0,35.5,1.031219176050865,0.6402653923248637,-0.6621446903430859,93174.08125994429,9,9,0.007372818874416319,0.0022118456623248955
2010-02-12,30.0,36.0,1.031219176050865,0.6402653923248637,-0.6621446903430859,93174.08125994429,9,9,0.007372818874416319,0.0022118456623248955
2010-02-12,30.0,36.5,1.031219176050865,0.6402653923248637,-0.6621446903430859,93174.08125994429,9,9,0.007372818874416319,0.0022118456623248955
2010-02-12,30.0,37.0,1.031219176050865,0.6402653923248637,-0.6621446903430859,93174.08125994429,9,9,0.007372818874416319,0.0022118456623248955
2010-02-12,30.0,37.5,1.0309387826129521,0.6404314630426422,-0.6621446903430859,92966.61888199965,9,9,0.007618579503563529,0.0022118456623248955
2010-02-12,30.0,38.0,1.0310927835790493,0.6404516034351999,-0.6621446903430859,93080.51009510903,9,9,0.00786434013271074,0.0022118456623248955
2010-02-12,30.0,38.5,1.0203546497471887,0.6419826980860309,-0.6621446903430857,85444.93307455523,9,9,0.00860162202015237,0.0022118456623248955
2010-02-12,30.0,39.0,1.0203546497471887,0.6419826980860309,-0.6621446903430857,85444.93307455523,9,9,0.00860162202015237,0.0022118456623248955
2010-02-12,30.0,39.5,1.0139798800854427,0.6422527203054587,-0.6621446903430857,81194.20915748407,9,9,0.009093143278446793,0.0022118456623248955
2010-02-12,30.0,40.0,1.0139798800854427,0.6422527203054587,-0.6621446903430857,81194.20915748407,9,9,0.009093143278446793,0.0022118456623248955
2010-02-12,30.0,40.5,1.034648895958981,0.642956781908037,-0.6621446903430854,95747.12085173014,9,9,0.010567707053330056,0.0022118456623248955
2010-02-12,30.0,41.0,0.9473763203636099,0.6475807797030815,-0.6992207718398022,47173.35348860248,9,9,0.015237159007127058,0.0022118456623248955
2010-02-12,30.0,41.5,0.9542145120499264,0.6487965258722099,-0.6992207718398022,49920.37722159111,9,9,0.015482919636274269,0.0022118456623248955
2010-02-12,30.0,42.0,0.9542145120499264,0.6487965258722099,-0.6992207718398022,49920.37722159111,9,9,0.015482919636274269,0.0022118456623248955
2010-02-12,30.0,42.5,0.948442837847157,0.6499825891046701,-0.6992207718398021,47592.24758832974,8,8,0.01720324404030474,0.001966085033177685
2010-02-12,30.0,43.0,0.9472079824729718,0.6504861747209751,-0.6992207718398021,47107.552624255775,8,8,0.017694765298599164,0.001966085033177685
2010-02-12,30.0,43.5,0.9508177372336826,0.6503760925941474,-0.6992207718398021,48537.60148584092,8,8,0.017940525927746375,0.001966085033177685
2010-02-12,30.0,44.0,0.9362175884787474,0.6504083863917836,-0.6992207718398021,42993.09724996311,8,8,0.018186286556893586,0.001966085033177685
2010-02-12,30.0,44.5,0.962398661309877,0.6501233050785937,-0.6992207718398021,53405.308176110564,8,8,0.018432047186040797,0.001966085033177685
2010-02-12,30.0,45.0,0.962398661309877,0.6501233050785937,-0.6992207718398021,53405.308176110564,8,8,0.018432047186040797,0.001966085033177685
2010-02-12,30.0,45.5,0.962398661309877,0.6501233050785937,-0.6992207718398021,53405.308176110564,8,8,0.018432047186040797,0.001966085033177685
2010-02-12,30.0,46.0,0.9611445838466663,0.6501499095118928,-0.6992207718398021,52856.89479520992,8,8,0.018923568444335216,0.001966085033177685
2010-02-12,30.0,46.5,0.9195955056144187,0.6502316687868411,-0.6992207718398022,37405.71591562254,8,8,0.02064389284836569,0.001966085033177685
2010-02-12,30.0,47.0,0.9652194471825433,0.6507144912340291,-0.6992207718398022,54658.41632561038,8,8,0.021135414106660113,0.001966085033177685
2010-02-12,30.0,47.5,0.9679641765553506,0.6505593290057312,-0.6992207718398022,55904.17046486277,8,8,0.022855738510690587,0.001966085033177685
2010-02-12,30.0,48.0,0.9676418071284616,0.6505178386965446,-0.6992207718398022,55756.4878695668,8,8,0.0231014991398378,0.001966085033177685
2010-02-12,30.0,48.5,0.9629269967450105,0.6504715538459527,-0.6992207718398022,53637.94572676179,8,8,0.02359302039813222,0.001966085033177685
2010-02-12,30.0,49.0,0.9629269967450105,0.6504715538459527,-0.6992207718398022,53637.94572676179,8,8,0.02359302039813222,0.001966085033177685
2010-02-12,30.0,49.5,0.9514617113715613,0.6508604662800815,-0.6992207718398022,48796.96164784495,8,8,0.02383878102727943,0.001966085033177685
2010-02-12,30.0,50.0,0.9188515407910531,0.6533981905066946,-0.699220771839802,37172.3198530211,7,7,0.026050626689604325,0.0017203244040304743
2010-02-12,30.0,50.5,0.9188515407910531,0.6533981905066946,-0.699220771839802,37172.3198530211,7,7,0.026050626689604325,0.0017203244040304743
2010-02-12,30.0,51.0,0.8638405386230166,0.6526768965737474,-0.7502981234558099,23240.364079359664,7,7,0.03391496682231507,0.0017203244040304743
2010-02-12,30.0,51.5,0.8722960078888902,0.6529447209858511,-0.7502981234558099,25002.51384759456,7,7,0.03416072745146228,0.0017203244040304743
2010-02-12,30.0,52.0,0.8813061751832745,0.6529565099589121,-0.7502981234558102,27017.758697122794,7,7,0.034898009338903906,0.0017203244040304743
2010-02-12,30.0,52.5,0.8875061957622696,0.653145779885892,-0.7502981234558099,28491.912099097935,7,7,0.03588105185549275,0.0017203244040304743
2010-02-12,30.0,53.0,0.8851895325553454,0.6528946478228065,-0.7502981234558098,27932.475407881862,7,7,0.03637257311378717,0.0017203244040304743
2010-02-12,30.0,53.5,0.8767393342927219,0.6527836770868729,-0.7502981234558098,25978.014020686336,7,7,0.037109855001228806,0.0017203244040304743
2010-02-12,30.0,54.0,0.8767393342927219,0.6527836770868729,-0.7502981234558098,25978.014020686336,7,7,0.037109855001228806,0.0017203244040304743
2010-02-12,30.0,54.5,0.8783299037042926,0.6521273631554922,-0.7379733959811764,26335.806757820745,7,7,0.03784713688867043,0.0017203244040304743
2010-02-12,30.0,55.0,0.8783299037042926,0.6521273631554922,-0.7379733959811764,26335.806757820745,7,7,0.03784713688867043,0.0017203244040304743
2010-02-12,30.0,55.5,0.8911732601933042,0.6542380881619762,-0.7379733959811763,29398.981427912047,7,7,0.04251658884246744,0.0017203244040304743
2010-02-12,30.0,56.0,0.8909045925150065,0.6540739345770289,-0.7379733959811765,29331.616114163986,7,7,0.04300811010076186,0.0017203244040304743
2010-02-12,30.0,56.5,0.8890427459387826,0.6537012598229515,-0.7379733959811765,28868.74312989233,7,7,0.04497419513393954,0.0017203244040304743
2010-02-12,30.0,57.0,0.8890427459387826,0.6537012598229515,-0.7379733959811765,28868.74312989233,7,7,0.04497419513393954,0.0017203244040304743
2010-02-12,30.0,57.5,0.8976981718384882,0.6535117250010185,-0.7346384176013422,31080.288221033108,7,7,0.045711477021381175,0.0017203244040304743
2010-02-12,30.0,58.0,0.9012783136316711,0.6535006208867659,-0.7264384103060506,32040.70829333042,7,7,0.045957237650528386,0.0017203244040304743
2010-02-12,30.0,58.5,0.8416888925195678,0.6546955102860579,-0.7302461948967254,19160.2329532502,6,6,0.050872450233472595,0.0014745637748832638
2010-02-12,30.0,59.0,0.867231871687909,0.6551273966783937,-0.7302461948967249,23932.651587140466,6,6,0.05136397149176702,0.0014745637748832638
2010-02-12,30.0,59.5,0.8583373946888035,0.6554226371336931,-0.7483299490909562,22156.81744699914,6,6,0.05603342344556402,0.0014745637748832638
2010-02-12,30.0,60.0,0.8547688789215051,0.6554793850943903,-0.7483299490909565,21479.71728223983,6,6,0.057999508478741704,0.0014745637748832638
2010-02-12,30.0,60.5,0.8631190501039387,0.6555933855096401,-0.7293980862682743,23095.52758461198,6,6,0.058245269107888915,0.0014745637748832638
2010-02-12,30.0,61.0,0.8522600752745724,0.655684521561416,-0.7293980862682745,21015.363188079933,6,6,0.05922831162447776,0.0014745637748832638
2010-02-12,30.0,61.5,0.846616395760148,0.6556140246562729,-0.7293980862682744,20004.96790643986,6,6,0.05947407225362497,0.0014745637748832638
2010-02-12,30.0,62.0,0.8497394952472994,0.6555467401108319,-0.7293980862682741,20558.325092306302,6,6,0.06045711477021381,0.0014745637748832638
2010-02-12,30.0,62.5,0.8497394952472994,0.6555467401108319,-0.7293980862682741,20558.325092306302,6,6,0.06045711477021381,0.0014745637748832638
2010-02-12,30.0,63.0,0.854297461109178,0.6555627758333905,-0.7293980862682743,21391.73481784079,6,6,0.06094863602850823,0.0014745637748832638
2010-02-12,30.0,63.5,0.8523748295710705,0.6555180747762576,-0.7293980862682741,21036.395878089836,6,6,0.06119439665765544,0.0014745637748832638
2010-02-12,30.0,64.0,0.8520253515743608,0.6557099770563289,-0.7174023029660819,20972.403385985697,6,6,0.06782993364463014,0.0014745637748832638
2010-02-12,30.0,64.5,0.8470840690465544,0.6557177695647555,-0.7174023029660819,20086.932081875693,6,6,0.06807569427377734,0.0014745637748832638
2010-02-12,30.0,65.0,0.8002194249193808,0.6579534556752626,-0.7975321228195595,13264.636601900389,6,6,0.0901941508970263,0.0014745637748832638
2010-02-12,30.0,65.5,0.8131190662969008,0.6579987355411598,-0.7975321228195593,14885.545185668007,6,6,0.09068567215532072,0.0014745637748832638
2010-02-12,30.0,66.0,0.818181927621999,0.6580903063217503,-0.8002210588142509,15571.080191364761,6,6,0.09216023593020398,0.0014745637748832638
2010-02-12,30.0,66.5,0.8240706661880055,0.6580275722712761,-0.8002210588142512,16405.674622452185,6,6,0.0924059965593512,0.0014745637748832638
2010-02-12,30.0,67.0,0.8327834948714794,0.6579866985130101,-0.8002210588142511,17717.8101494968,6,6,0.0973212091422954,0.0014745637748832638
2010-02-12,30.0,67.5,0.8313464344316559,0.6579703330444115,-0.800221058814251,17494.820856602622,6,6,0.09879577291717867,0.0014745637748832638
2010-02-12,30.0,68.0,0.833228352117096,0.6579451253166749,-0.8002210588142511,17787.3774596779,6,6,0.09928729417547309,0.0014745637748832638
2010-02-12,30.0,68.5,0.8214423540017952,0.6580589030208838,-0.8002210588142511,16028.116672908542,6,6,0.1039567461292701,0.0014745637748832638
2010-02-12,30.0,69.0,0.8249780896160264,0.6581040267414168,-0.7920940124424432,16537.952298626937,6,6,0.11378717129515852,0.0014745637748832638
2010-02-12,30.0,69.5,0.8133321653750452,0.6575774176179804,-0.7920940124424432,14913.819608961041,6,6,0.11452445318260014,0.0014745637748832638
2010-02-12,30.0,70.0,0.8229290901922612,0.6575276927862147,-0.7920940124424432,16240.673398744948,6,6,0.11870238387810272,0.0014745637748832638
2010-02-12,30.0,70.5,0.8053299518861565,0.6586391051312053,-0.7900513327987909,13885.912456154498,5,5,0.1344310641435242,0.001228803145736053
2010-02-12,30.0,71.0,0.8027994918393107,0.6584706958147157,-0.7900513327987907,13574.955489283262,5,5,0.13467682477267143,0.001228803145736053
2010-02-12,30.0,71.5,0.7975915205205877,0.6579863375251646,-0.7900513327987907,12955.413571315783,5,5,0.1454902924551487,0.001228803145736053
2010-02-12,30.0,72.0,0.8106642087632467,0.6574756917887171,-0.7919146215329633,14563.435165929868,5,5,0.1971000245760629,0.001228803145736053
2010-02-12,30.0,72.5,0.8106642087632467,0.6574756917887171,-0.7919146215329633,14563.435165929868,5,5,0.1971000245760629,0.001228803145736053
2010-02-12,30.0,73.0,0.8058920947674206,0.6573125605917552,-0.7919146215329634,13955.892812851194,5,5,0.21110838043745392,0.001228803145736053
2010-02-12,30.0,73.5,0.7996779346919851,0.6571418715376374,-0.7919146215329637,13200.35915299906,5,5,0.21233718358318998,0.001228803145736053
2010-02-12,30.0,74.0,0.8211039582951263,0.6563098922688366,-0.7919146215329637,15980.10264938197,5,5,0.21577783239125092,0.001228803145736053
2010-02-12,30.0,74.5,0.8149071384187174,0.6562564137324315,-0.7919146215329634,15124.357778863534,5,5,0.21626935364954533,0.001228803145736053
2010-02-12,30.0,75.0,0.8378036276553262,0.6561857166481021,-0.7919146215329637,18517.889662889953,5,5,0.25141312361759643,0.001228803145736053
2010-02-12,30.0,75.5,0.8032537563669662,0.6540745632221643,-0.7919146215329638,13630.292530169569,5,5,0.2568198574588351,0.001228803145736053
2010-02-12,30.0,76.0,0.7995660884183933,0.6540363391339261,-0.7919146215329637,13187.11893226648,5,5,0.2570656180879823,0.001228803145736053
2010-02-12,30.0,76.5,0.8116795787125768,0.653272205992367,-0.791914621532964,14695.864061006503,5,5,0.2688621282870484,0.001228803145736053
2010-02-12,30.0,77.0,0.8067336334554776,0.6530642913880133,-0.791914621532964,14061.273355558256,5,5,0.26910788891619564,0.001228803145736053
2010-02-12,30.0,77.5,0.815169990655382,0.652509453855555,-0.791914621532964,15159.765484111957,5,4,0.3448021626935365,0.0009830425165888424
2010-02-12,30.0,78.0,0.815169990655382,0.652509453855555,-0.791914621532964,15159.765484111957,5,4,0.3448021626935365,0.0009830425165888424
2010-02-12,30.0,78.5,0.8011596556334855,0.6526816360427641,-0.7919146215329639,13376.94446856393,5,4,0.34603096583927256,0.0009830425165888424
2010-02-12,30.0,79.0,0.8011596556334855,0.6526816360427641,-0.7919146215329639,13376.94446856393,5,4,0.34603096583927256,0.0009830425165888424
2010-02-12,30.0,79.5,0.7649894501689949,0.6476098831855404,-0.7919146215329635,9640.550415088655,4,3,0.3585647579257803,0.0007372818874416319
2010-02-12,30.0,80.0,0.7649894501689949,0.6476098831855404,-0.7919146215329635,9640.550415088655,4,3,0.3585647579257803,0.0007372818874416319
