execution_timing,episode_id,episode_number,episode_start,episode_end,episode_days,carry_day,omit_block_days,best_entry,best_exit,best_cagr,full_opt_cagr_without_episode,full_opt_episode_block_return,included_return_days,same_as_full_optimum,entry_shift,exit_shift,best_cagr_pct,full_opt_cagr_without_episode_pct,full_opt_episode_block_return_pct
near_close,0,1,2011-01-03,2011-01-18,11,2011-01-19,12,69.4,66.5,1.148921343323697,1.148921343323697,-0.21623180342283455,3832,True,0.0,0.0,114.89213433236971,114.89213433236971,-21.623180342283455
near_close,1,2,2011-01-26,2011-01-27,2,2011-01-28,3,69.4,66.5,1.0928942652301221,1.0928942652301221,0.14077065152175283,3841,True,0.0,0.0,109.28942652301221,109.28942652301221,14.077065152175283
near_close,2,3,2011-02-08,2011-02-18,9,2011-02-22,10,69.3,67.7,1.0778824699342944,1.0736392438816549,0.34023025254000183,3834,False,-0.10000000000000853,1.2000000000000028,107.78824699342944,107.36392438816549,34.02302525400018
near_close,3,4,2012-01-25,2012-01-25,1,2012-01-26,2,69.4,66.5,1.1046512244063882,1.1046512244063882,0.044321572890844596,3842,True,0.0,0.0,110.46512244063882,110.46512244063882,4.43215728908446
near_close,4,5,2012-02-03,2012-02-14,8,2012-02-15,9,69.4,66.5,1.069662618087695,1.069662618087695,0.37597075196387686,3835,True,0.0,0.0,106.96626180876949,106.96626180876949,37.597075196387685
near_close,5,6,2012-02-16,2012-02-28,8,2012-02-29,9,69.4,66.5,1.1333862340507905,1.1333862340507905,-0.1326671015186518,3835,True,0.0,0.0,113.33862340507905,113.33862340507905,-13.26671015186518
near_close,6,7,2012-03-01,2012-03-01,1,2012-03-02,2,69.4,65.4,1.1050224185950568,1.1045909458849792,0.04477768811300753,3842,False,0.0,-1.0999999999999943,110.50224185950567,110.45909458849792,4.477768811300753
near_close,7,8,2012-03-13,2012-03-21,7,2012-03-22,8,69.4,66.5,1.1433473399146243,1.1433473399146243,-0.1944650281243614,3836,True,0.0,0.0,114.33473399146243,114.33473399146243,-19.44650281243614
near_close,8,9,2012-03-26,2012-03-27,2,2012-03-28,3,69.6,67.7,1.0925270883490787,1.0745051681816538,0.30502134585064633,3841,False,0.19999999999998863,1.2000000000000028,109.25270883490788,107.45051681816537,30.50213458506463
near_close,9,10,2012-09-13,2012-09-24,8,2012-09-25,9,69.3,67.7,1.1203406964541256,1.1007279034342066,0.09684009393246118,3835,False,-0.10000000000000853,1.2000000000000028,112.03406964541256,110.07279034342065,9.684009393246118
near_close,10,11,2013-01-22,2013-01-30,7,2013-01-31,8,69.4,66.5,1.1013532018586778,1.1013532018586778,0.08867078763768044,3836,True,0.0,0.0,110.13532018586778,110.13532018586778,8.867078763768044
near_close,11,12,2013-02-01,2013-02-01,1,2013-02-04,2,69.4,65.4,1.1002961980103723,1.0877212457163719,0.18116785469571006,3842,False,0.0,-1.0999999999999943,110.02961980103723,108.77212457163719,18.116785469571006
near_close,12,13,2013-02-19,2013-02-19,1,2013-02-20,2,69.4,66.5,1.0852719600647611,1.0852719600647611,0.20249743504329443,3842,True,0.0,0.0,108.52719600647612,108.52719600647612,20.249743504329444
near_close,13,14,2013-03-14,2013-03-15,2,2013-03-18,3,69.4,66.5,1.0941469822335135,1.0941469822335135,0.13041353511287834,3841,True,0.0,0.0,109.41469822335135,109.41469822335135,13.041353511287834
near_close,14,15,2013-05-14,2013-05-21,6,2013-05-22,7,69.4,66.5,1.1019039344122303,1.1019039344122303,0.08114504917942278,3837,True,0.0,0.0,110.19039344122304,110.19039344122304,8.114504917942277
near_close,15,16,2013-08-02,2013-08-05,2,2013-08-06,3,69.4,66.5,1.1039575575525644,1.1039575575525644,0.052685859723366146,3841,True,0.0,0.0,110.39575575525645,110.39575575525645,5.268585972336615
near_close,16,17,2013-09-18,2013-09-19,2,2013-09-20,3,69.4,66.5,1.1039404897239806,1.1039404897239806,0.05281603019101744,3841,True,0.0,0.0,110.39404897239807,110.39404897239807,5.281603019101744
near_close,17,18,2013-10-29,2013-10-29,1,2013-10-30,2,69.4,66.5,1.1069025832653225,1.1069025832653225,0.027437050797209706,3842,True,0.0,0.0,110.69025832653226,110.69025832653226,2.7437050797209706
near_close,18,19,2013-12-26,2013-12-31,4,2014-01-02,5,69.4,66.5,1.0967621810452974,1.0967621810452974,0.11564984284702917,3839,True,0.0,0.0,109.67621810452974,109.67621810452974,11.564984284702916
near_close,19,20,2014-06-05,2014-06-11,5,2014-06-12,6,69.4,66.5,1.1046963427542966,1.1046963427542966,0.056385178188133045,3838,True,0.0,0.0,110.46963427542966,110.46963427542966,5.6385178188133045
near_close,20,21,2014-06-19,2014-06-23,3,2014-06-24,4,69.4,66.5,1.1055366496728896,1.1055366496728896,0.043796038417296845,3840,True,0.0,0.0,110.55366496728895,110.55366496728895,4.3796038417296845
near_close,21,22,2014-07-01,2014-07-07,4,2014-07-08,5,69.3,67.7,1.1089301536041463,1.1021276049948652,0.07304896730854704,3839,False,-0.10000000000000853,1.2000000000000028,110.89301536041462,110.21276049948652,7.304896730854704
near_close,22,23,2014-11-18,2014-11-28,8,2014-12-01,9,69.4,66.5,1.1046385052156706,1.1046385052156706,0.06623127559401998,3835,True,0.0,0.0,110.46385052156707,110.46385052156707,6.623127559401998
near_close,23,24,2015-11-03,2015-11-04,2,2015-11-05,3,69.4,66.5,1.1131423224096055,1.1131423224096055,-0.014936433125021464,3841,True,0.0,0.0,111.31423224096055,111.31423224096055,-1.4936433125021464
near_close,24,25,2016-03-21,2016-03-22,2,2016-03-23,3,69.4,66.5,1.1056586880441808,1.1056586880441808,0.03979756535432255,3841,True,0.0,0.0,110.56586880441807,110.56586880441807,3.979756535432255
near_close,25,26,2016-03-30,2016-04-04,4,2016-04-05,5,69.4,66.5,1.1000841632462652,1.1000841632462652,0.0890656548155726,3839,True,0.0,0.0,110.00841632462652,110.00841632462652,8.90656548155726
near_close,26,27,2016-11-25,2016-11-25,1,2016-11-28,2,69.4,66.5,1.1051567955939854,1.1051567955939854,0.04050436193226559,3842,True,0.0,0.0,110.51567955939854,110.51567955939854,4.050436193226559
near_close,27,28,2016-12-07,2016-12-21,11,2016-12-22,12,69.4,66.5,1.1306339304081399,1.1306339304081399,-0.10745782629944023,3832,True,0.0,0.0,113.06339304081399,113.06339304081399,-10.745782629944022
near_close,28,29,2017-02-13,2017-03-06,15,2017-03-07,16,69.3,67.7,1.1318296455666146,1.1231505437376348,-0.04708322185265723,3828,False,-0.10000000000000853,1.2000000000000028,113.18296455666146,112.31505437376347,-4.7083221852657235
near_close,29,30,2017-06-02,2017-06-05,2,2017-06-06,3,69.3,67.7,1.1052115964912783,1.0982027103037275,0.09756360230561123,3841,False,-0.10000000000000853,1.2000000000000028,110.52115964912784,109.82027103037275,9.756360230561123
near_close,30,31,2017-10-02,2017-10-24,17,2017-10-25,18,69.4,66.5,1.127505434431761,1.127505434431761,-0.07073562782036902,3826,True,0.0,0.0,112.7505434431761,112.7505434431761,-7.073562782036902
near_close,31,32,2017-10-27,2017-10-27,1,2017-10-30,2,69.4,66.5,1.0975197149792137,1.0975197149792137,0.09978601588920144,3842,True,0.0,0.0,109.75197149792137,109.75197149792137,9.978601588920144
near_close,32,33,2017-11-03,2017-11-08,4,2017-11-09,5,69.4,66.5,1.103343114726803,1.103343114726803,0.06364090693970503,3839,True,0.0,0.0,110.3343114726803,110.3343114726803,6.364090693970503
near_close,33,34,2017-11-28,2017-12-04,5,2017-12-05,6,69.4,66.5,1.0985189392214094,1.0985189392214094,0.10475101366995854,3838,True,0.0,0.0,109.85189392214095,109.85189392214095,10.475101366995855
near_close,34,35,2017-12-08,2017-12-13,4,2017-12-14,5,69.4,66.5,1.1221593190928942,1.1221593190928942,-0.07130833419412563,3839,True,0.0,0.0,112.21593190928942,112.21593190928942,-7.130833419412563
near_close,35,36,2017-12-15,2017-12-28,9,2017-12-29,10,69.4,65.4,1.1184090496723638,1.1119213476303762,0.014632956020597776,3834,False,0.0,-1.0999999999999943,111.84090496723638,111.19213476303761,1.4632956020597776
near_close,36,37,2018-01-03,2018-01-29,18,2018-01-30,19,69.4,66.5,1.0750905630210599,1.0750905630210599,0.3610662898744388,3825,True,0.0,0.0,107.50905630210599,107.50905630210599,36.10662898744388
near_close,37,38,2018-07-25,2018-07-25,1,2018-07-26,2,69.4,66.5,1.1040183455908097,1.1040183455908097,0.04912103813198909,3842,True,0.0,0.0,110.40183455908097,110.40183455908097,4.912103813198909
near_close,38,39,2018-08-29,2018-08-29,1,2018-08-30,2,69.4,66.5,1.0984902938204542,1.0984902938204542,0.09205638678373962,3842,True,0.0,0.0,109.84902938204542,109.84902938204542,9.205638678373962
near_close,39,40,2019-02-19,2019-02-27,7,2019-02-28,8,69.4,66.5,1.1205828836792624,1.1205828836792624,-0.052292142822720766,3836,True,0.0,0.0,112.05828836792624,112.05828836792624,-5.229214282272077
near_close,40,41,2019-03-21,2019-03-21,1,2019-03-22,2,69.4,66.5,1.0832971081752638,1.0832971081752638,0.2199942550561247,3842,True,0.0,0.0,108.32971081752638,108.32971081752638,21.999425505612468
near_close,41,42,2019-04-05,2019-04-08,2,2019-04-09,3,69.4,66.5,1.100900404909194,1.100900404909194,0.07627760483142465,3841,True,0.0,0.0,110.09004049091939,110.09004049091939,7.627760483142465
near_close,42,43,2019-04-23,2019-04-30,6,2019-05-01,7,69.4,66.5,1.0933224739543186,1.0933224739543186,0.15063279609829472,3837,True,0.0,0.0,109.33224739543186,109.33224739543186,15.063279609829472
near_close,43,44,2019-07-03,2019-07-05,2,2019-07-08,3,69.4,66.5,1.1035390256416147,1.1035390256416147,0.0558828107894942,3841,True,0.0,0.0,110.35390256416147,110.35390256416147,5.58828107894942
near_close,44,45,2019-07-12,2019-07-16,3,2019-07-17,4,69.3,67.7,1.1103697568590971,1.103693142700314,0.05782159538081344,3840,False,-0.10000000000000853,1.2000000000000028,111.03697568590971,110.36931427003141,5.782159538081344
near_close,45,46,2019-11-08,2019-11-20,9,2019-11-21,10,69.3,67.7,1.1253039373952718,1.1248192104022903,-0.0751342847655817,3834,False,-0.10000000000000853,1.2000000000000028,112.53039373952718,112.48192104022903,-7.51342847655817
near_close,46,47,2019-11-25,2019-11-29,4,2019-12-02,5,69.4,66.5,1.0935350034738738,1.0935350034738738,0.14213844148730748,3839,True,0.0,0.0,109.35350034738738,109.35350034738738,14.213844148730747
near_close,47,48,2019-12-16,2020-01-02,12,2020-01-03,13,69.4,66.5,1.1107565548645182,1.1107565548645182,0.03232529087842817,3831,True,0.0,0.0,111.07565548645182,111.07565548645182,3.232529087842817
near_close,48,49,2020-01-09,2020-01-23,10,2020-01-24,11,69.4,66.5,1.1094110417865433,1.1094110417865433,0.036224554479703075,3833,True,0.0,0.0,110.94110417865433,110.94110417865433,3.6224554479703075
near_close,49,50,2020-06-05,2020-06-10,4,2020-06-11,5,69.4,66.5,1.0310775381974797,1.0310775381974797,0.8117749058198356,3839,True,0.0,0.0,103.10775381974797,103.10775381974797,81.17749058198356
near_close,50,51,2020-08-10,2020-08-10,1,2020-08-11,2,69.4,66.5,1.1022398131253186,1.1022398131253186,0.06273488903156976,3842,True,0.0,0.0,110.22398131253186,110.22398131253186,6.273488903156976
near_close,51,52,2020-08-24,2020-09-02,8,2020-09-03,9,69.4,66.5,1.0406460639060877,1.0406460639060877,0.7057899583825853,3835,True,0.0,0.0,104.06460639060877,104.06460639060877,70.57899583825854
near_close,52,53,2021-01-08,2021-01-08,1,2021-01-11,2,69.4,66.5,1.0909460820052872,1.0909460820052872,0.1536972302638271,3842,True,0.0,0.0,109.09460820052873,109.09460820052873,15.369723026382708
near_close,53,54,2021-04-08,2021-04-19,8,2021-04-20,9,69.4,66.5,1.108077963274296,1.108077963274296,0.040062148544975695,3835,True,0.0,0.0,110.80779632742961,110.80779632742961,4.0062148544975695
near_close,54,55,2021-07-02,2021-07-07,3,2021-07-08,4,69.4,66.5,1.0814294596217908,1.0814294596217908,0.24400752535351122,3840,True,0.0,0.0,108.14294596217908,108.14294596217908,24.400752535351124
near_close,55,56,2021-11-02,2021-11-09,6,2021-11-10,7,69.4,66.5,1.0979263498610767,1.0979263498610767,0.11278026520846596,3837,True,0.0,0.0,109.79263498610767,109.79263498610767,11.278026520846595
near_close,56,57,2021-11-16,2021-11-19,4,2021-11-22,5,69.3,67.7,1.1001511199610454,1.0942591535442348,0.1361368556369036,3839,False,-0.10000000000000853,1.2000000000000028,110.01511199610454,109.42591535442348,13.613685563690359
near_close,57,58,2022-08-12,2022-08-18,5,2022-08-19,6,69.4,66.5,1.1044125986917033,1.1044125986917033,0.05855657554615812,3838,True,0.0,0.0,110.44125986917032,110.44125986917032,5.855657554615812
near_close,58,59,2023-06-12,2023-06-20,6,2023-06-21,7,69.4,66.5,1.1240163957817515,1.1240163957817515,-0.07810618373313283,3837,True,0.0,0.0,112.40163957817515,112.40163957817515,-7.810618373313282
near_close,59,60,2023-07-03,2023-07-05,2,2023-07-06,3,69.4,66.5,1.0922169649652904,1.0922169649652904,0.14641245643412426,3841,True,0.0,0.0,109.22169649652903,109.22169649652903,14.641245643412425
near_close,60,61,2023-07-13,2023-07-26,10,2023-07-27,11,69.4,66.5,1.113075527105711,1.113075527105711,0.0092256106174049,3833,True,0.0,0.0,111.30755271057109,111.30755271057109,0.92256106174049
near_close,61,62,2023-07-31,2023-08-01,2,2023-08-02,3,69.3,67.7,1.1144263370387693,1.0847366231534221,0.21073830742339705,3841,False,-0.10000000000000853,1.2000000000000028,111.44263370387692,108.47366231534221,21.073830742339705
near_close,62,63,2023-11-20,2023-12-05,11,2023-12-06,12,69.4,66.5,1.129681899601057,1.129681899601057,-0.1013712997589612,3832,True,0.0,0.0,112.96818996010569,112.96818996010569,-10.13712997589612
near_close,63,64,2023-12-11,2023-12-19,7,2023-12-20,8,69.4,66.5,1.0933508628316786,1.0933508628316786,0.1537726857177084,3836,True,0.0,0.0,109.33508628316785,109.33508628316785,15.377268571770841
near_close,64,65,2023-12-21,2023-12-29,6,2024-01-02,7,69.4,65.4,1.139029179804508,1.1352035528273987,-0.14897251153406832,3837,False,0.0,-1.0999999999999943,113.90291798045081,113.52035528273987,-14.897251153406831
near_close,65,66,2024-01-23,2024-01-30,6,2024-01-31,7,69.4,66.5,1.0917763822759636,1.0917763822759636,0.16365045030210523,3837,True,0.0,0.0,109.17763822759636,109.17763822759636,16.365045030210524
near_close,66,67,2024-02-07,2024-02-12,4,2024-02-13,5,69.4,66.5,1.082409238030805,1.082409238030805,0.23871879121181405,3839,True,0.0,0.0,108.2409238030805,108.2409238030805,23.871879121181404
near_close,67,68,2024-03-01,2024-03-04,2,2024-03-05,3,69.4,66.5,1.0944015763071784,1.0944015763071784,0.12832089979398975,3841,True,0.0,0.0,109.44015763071783,109.44015763071783,12.832089979398976
near_close,68,69,2024-05-21,2024-05-22,2,2024-05-23,3,69.3,67.7,1.1036988033191495,1.1008469801370708,0.07669485351496985,3841,False,-0.10000000000000853,1.2000000000000028,110.36988033191494,110.08469801370708,7.669485351496985
near_close,69,70,2024-06-12,2024-06-27,11,2024-06-28,12,69.4,66.5,1.1098875623641686,1.1098875623641686,0.03573472253390486,3832,True,0.0,0.0,110.98875623641686,110.98875623641686,3.573472253390486
near_close,70,71,2024-07-02,2024-07-16,10,2024-07-17,11,69.4,66.5,1.1018619912331848,1.1018619912331848,0.09430055938196658,3833,True,0.0,0.0,110.18619912331849,110.18619912331849,9.430055938196658
near_close,71,72,2024-12-04,2024-12-06,3,2024-12-09,4,69.4,66.5,1.1051916422055506,1.1051916422055506,0.046405734582375624,3840,True,0.0,0.0,110.51916422055506,110.51916422055506,4.640573458237562
near_close,72,73,2025-05-16,2025-05-20,3,2025-05-21,4,69.3,67.8,1.1037474699721939,1.093868741630513,0.13603190259503006,3840,False,-0.10000000000000853,1.2999999999999972,110.37474699721939,109.3868741630513,13.603190259503005
near_close,73,74,2025-06-27,2025-07-14,11,2025-07-15,12,69.4,66.5,1.1311191609548357,1.1311191609548357,-0.11054308689898995,3832,True,0.0,0.0,113.11191609548356,113.11191609548356,-11.054308689898996
near_close,74,75,2025-07-21,2025-07-30,8,2025-07-31,9,69.4,66.5,1.1275456495381082,1.1275456495381082,-0.09571632515477413,3835,True,0.0,0.0,112.75456495381081,112.75456495381081,-9.571632515477413
near_close,75,76,2025-09-15,2025-09-23,7,2025-09-24,8,69.4,66.5,1.1113383971616178,1.1113383971616178,0.0128781746049218,3836,True,0.0,0.0,111.13383971616177,111.13383971616177,1.28781746049218
near_close,76,77,2025-10-06,2025-10-06,1,2025-10-07,2,69.4,66.5,1.102136453472084,1.102136453472084,0.06353182606344188,3842,True,0.0,0.0,110.21364534720841,110.21364534720841,6.353182606344188
near_close,77,78,2025-10-08,2025-10-08,1,2025-10-09,2,69.4,65.4,1.1072972446091738,1.1058977336041562,0.034936900223524914,3842,False,0.0,-1.0999999999999943,110.72972446091738,110.58977336041562,3.4936900223524914
near_close,78,79,2026-04-16,2026-04-17,2,,2,69.4,66.5,1.1156338991133872,1.1156338991133872,-0.035344129441302496,3842,True,0.0,0.0,111.56338991133872,111.56338991133872,-3.5344129441302496
